vector,word,Pos,wordCount,dt,doc_id,subcorpus,percent_of_total
46,1130am,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,able,ADJ,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,account,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,actual,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,agreement,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,alternative,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,anguish,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,anticipation,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,antiquity,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,anxiety,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,approximation,NOUN,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,arc,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,arrow,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,article,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,aspect,NOUN,5,20/04/2018,M149c8,mainstream,0.009191176470588236
46,attitude,NOUN,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,autonomous,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,basic,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,being,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,black,ADJ,5,20/04/2018,M149c8,mainstream,0.009191176470588236
46,book,NOUN,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,brain,NOUN,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,brief,ADJ,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,cantor,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,cathedral,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,century,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,change,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,chapter,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,circle,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,circleyour,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,clear,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,clearing,NOUN,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,cognitive,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,colleague,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,common,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,complex,ADJ,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,complexity,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,concept,NOUN,2,20/04/2018,M149c8,mainstream,0.003676470588235294
46,concern,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,connection,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,consciousness,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,consensus,NOUN,1,20/04/2018,M149c8,mainstream,0.001838235294117647
46,constant,ADJ,1,20/04/2018,M149c8,mainstream,0.001838235294117647
