,filename,word,wordavg,percent_of_total,JSD,final_JSD,dt,vector,Pos,wordCount,doc_id,doc,subcorpus,wordCount_x,wordCount_y
140,4,cytokine,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,ADJ,,M1f98b,27.0,mainstream,1.0,1.0
141,4,lymphoblastic,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,ADJ,,M1f98b,27.0,mainstream,1.0,1.0
142,4,marrow,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,NOUN,,M1f98b,27.0,mainstream,1.0,1.0
143,4,overdrive,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,ADJ,,M1f98b,27.0,mainstream,1.0,1.0
144,4,paediatric,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,ADJ,,M1f98b,27.0,mainstream,1.0,1.0
145,4,persistence,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,NOUN,,M1f98b,27.0,mainstream,1.0,1.0
146,4,radiotherapy,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,NOUN,,M1f98b,27.0,mainstream,1.0,1.0
147,4,scooter,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,NOUN,,M1f98b,27.0,mainstream,1.0,1.0
148,4,superior,4.021879021879022e-05,0.0063291139240506,0.04572202885488209,,02/09/2019,27.0,ADJ,,M1f98b,27.0,mainstream,1.0,1.0
149,4,earlystage,8.043758043758043e-05,0.0063291139240506,0.044835610380959436,,02/09/2019,27.0,NOUN,,M1f98b,27.0,mainstream,2.0,1.0
150,5,city,0.002292471042471,0.0337552742616033,0.09138981188849366,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,57.0,24.0
151,5,citys,0.0002815315315315,0.0084388185654008,0.0490800945801358,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,7.0,6.0
152,5,density,0.0002010939510939,0.0070323488045007,0.04531455609212076,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,5.0,5.0
153,5,crisis,0.0012467824967824,0.0098452883263009,0.04363512720263937,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,31.0,7.0
154,5,drug,0.0052686615186615,,0.04277216333886254,,,,,,,,,131.0,
155,5,office,0.0004826254826254,0.0070323488045007,0.041400226930593316,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,12.0,5.0
156,5,talent,0.0001608751608751,0.0056258790436005,0.040518980290555145,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,4.0,4.0
157,5,fiscal,0.0002010939510939,0.0056258790436005,0.03982314783981115,,26/05/2020,3.0,ADJ,,M0ea6f,3.0,mainstream,5.0,4.0
158,5,country,0.0039414414414414,,0.036985743429363824,,,,,,,,,98.0,
159,5,study,0.0039414414414414,,0.036985743429363824,,,,,,,,,98.0,
160,5,other,0.0069980694980694,0.0182841068917018,0.036348722458877804,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,174.0,13.0
161,5,next,0.0009652509652509,0.0070323488045007,0.036105511787709633,,26/05/2020,3.0,ADJ,,M0ea6f,3.0,mainstream,24.0,5.0
162,5,subway,0.0001206563706563,0.0042194092827004,0.03508044002323842,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,3.0,3.0
163,5,research,0.0032979407979407,,0.03382810932854658,,,,,,,,,82.0,
164,5,developer,0.0002010939510939,0.0042194092827004,0.0335427201861989,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,5.0,3.0
165,5,cancer,0.0032175032175032,,0.033412539089426777,,,,,,,,,80.0,
166,5,generation,0.0002815315315315,0.0042194092827004,0.032177743952646096,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,7.0,3.0
167,5,company,0.0069176319176319,0.0014064697609001,0.03159367948269909,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,172.0,1.0
168,5,modern,0.0003619691119691,0.0042194092827004,0.03092953142172417,,26/05/2020,3.0,ADJ,,M0ea6f,3.0,mainstream,9.0,3.0
169,5,taxis,0.0003619691119691,0.0042194092827004,0.03092953142172417,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,9.0,3.0
170,5,human,0.0027348777348777,,0.030802152856644786,,,,,,,,,68.0,
171,5,financial,0.0009250321750321,0.0056258790436005,0.030652070238359985,,26/05/2020,3.0,ADJ,,M0ea6f,3.0,mainstream,23.0,4.0
172,5,child,0.0026946589446589,,0.030574605446527726,,,,,,,,,67.0,
173,5,disease,0.0026142213642213,,0.030114373171002646,,,,,,,,,65.0,
174,5,part,0.0026142213642213,,0.030114373171002646,,,,,,,,,65.0,
175,5,risk,0.0025740025740025,,0.02988160917852361,,,,,,,,,64.0,
176,5,doctor,0.0024935649935649,,0.02941057592373892,,,,,,,,,62.0,
177,5,effect,0.0024935649935649,,0.02941057592373892,,,,,,,,,62.0,
178,5,number,0.0024935649935649,,0.02941057592373892,,,,,,,,,62.0,
179,5,hope,0.0004826254826254,0.0042194092827004,0.02921503710045549,,26/05/2020,3.0,NOUN,,M0ea6f,3.0,mainstream,12.0,3.0
180,6,autism,0.0017294079794079,0.0574162679425837,0.13035167601480158,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,43.0,12.0
181,6,measle,0.0010054697554697,0.0478468899521531,0.12150010987472111,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,25.0,10.0
182,6,vaccine,0.0036196911196911,0.0478468899521531,0.1074196153431245,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,90.0,10.0
183,6,child,0.0026946589446589,0.0430622009569378,0.10461362193506506,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,67.0,9.0
184,6,gi,0.0002413127413127,0.0239234449760765,0.08814742781614322,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,6.0,5.0
185,6,virus,0.003257722007722,0.0334928229665071,0.08574272648529666,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,81.0,7.0
186,6,disorder,0.0004826254826254,0.0239234449760765,0.0856876261506323,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,12.0,5.0
187,6,study,0.0039414414414414,0.0287081339712918,0.07334911453855547,,04/09/2008,1.0,NOUN,,M113e9,1.0,mainstream,98.0,6.0
