vector,word,Pos,wordCount,dt,doc_id,subcorpus,percent_of_total
59,advice,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,agenda,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,agreement,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,answer,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,anxious,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,app,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,attention,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,available,ADJ,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,average,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,bad,ADJ,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,big,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,case,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,chance,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,child,NOUN,3,18/05/2020,C02c71,conspiracy,0.01744186046511628
59,choice,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,clown,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,clue,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,cold,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,concerned,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,confused,ADJ,5,18/05/2020,C02c71,conspiracy,0.029069767441860465
59,confusion,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,conspiratorial,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,contact,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,coronavirus,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,coronaviruslinked,ADJ,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,current,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,day,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,deadly,ADJ,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,difference,NOUN,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,doctor,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,enough,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,excerpt,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,fact,NOUN,3,18/05/2020,C02c71,conspiracy,0.01744186046511628
59,farfetched,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,fearful,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,few,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,fiasco,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,following,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,force,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,further,ADJ,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,global,ADJ,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,good,ADJ,2,18/05/2020,C02c71,conspiracy,0.011627906976744186
59,hand,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
59,handful,NOUN,1,18/05/2020,C02c71,conspiracy,0.005813953488372093
