vector,word,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total
34,Chemla,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,More,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,abusive,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,acceptance,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,acclaim,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,actual,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,aesthetic,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,aftermath,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,age,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,air,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,alcoholic,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,alien,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,annual,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,applause,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,archive,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,argentine,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,armed,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,assassination,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,audience,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,battlefield,NOUN,2,08/09/2016,M09ba7,34,mainstream,0.004329004329004329
34,beauty,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,belief,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,bigbudget,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,bighitter,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,biopic,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,bizarre,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,black,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,blustery,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,body,NOUN,2,08/09/2016,M09ba7,34,mainstream,0.004329004329004329
34,bonedry,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,boot,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,bottomless,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,breathy,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,brief,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,brilliance,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,brother,NOUN,2,08/09/2016,M09ba7,34,mainstream,0.004329004329004329
34,cabin,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,camera,NOUN,2,08/09/2016,M09ba7,34,mainstream,0.004329004329004329
34,camp,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,cannibal,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,canny,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,carpet,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,cinema,NOUN,3,08/09/2016,M09ba7,34,mainstream,0.006493506493506494
34,closeup,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,cloud,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,coda,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,collide,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,comeback,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,comedy,NOUN,2,08/09/2016,M09ba7,34,mainstream,0.004329004329004329
34,comic,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,command,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,committee,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,commune,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,competition,NOUN,2,08/09/2016,M09ba7,34,mainstream,0.004329004329004329
34,complex,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,computer,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,confiding,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,conflict,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,conscientious,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,construction,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,contempt,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,convention,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,corset,NOUN,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
34,costume,ADJ,1,08/09/2016,M09ba7,34,mainstream,0.0021645021645021645
