word,Pos_x,wordCount_x,dt,doc_id,doc,subcorpus,percent_of_total,Pos_y,avg_freq,wordCount_y,prevalence,wordavg
new,ADJ,3,15/11/2013,M1d4ae,25,mainstream,0.015873015873015872,ADJ,0.011556071826530062,168,1.68,0.006756756756756757
noisy,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
nut,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.010582010582010581,2,0.02,8.043758043758043e-05
other,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.009793765738494659,174,1.74,0.006998069498069498
outsider,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
part,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.007191958887806726,65,0.65,0.0026142213642213643
people,NOUN,7,15/11/2013,M1d4ae,25,mainstream,0.037037037037037035,NOUN,0.012459124646063045,165,1.65,0.006636100386100386
perception,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.0032639379870688383,10,0.1,0.00040218790218790216
place,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.00529613322067909,35,0.35,0.0014076576576576576
pocket,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.0031652766501251346,3,0.03,0.00012065637065637066
possible,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.00489394554411946,37,0.37,0.001488095238095238
president,NOUN,4,15/11/2013,M1d4ae,25,mainstream,0.021164021164021163,NOUN,0.006387516237024951,23,0.23,0.0009250321750321751
principal,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
random,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
reflection,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
right,NOUN,3,15/11/2013,M1d4ae,25,mainstream,0.015873015873015872,NOUN,0.007027131637026838,39,0.39,0.0015685328185328184
rightist,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.010582010582010581,2,0.02,8.043758043758043e-05
salute,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
school,NOUN,3,15/11/2013,M1d4ae,25,mainstream,0.015873015873015872,NOUN,0.012745129515337466,23,0.23,0.0009250321750321751
secondary,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
shy,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
sign,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.003157602872037741,11,0.11,0.0004424066924066924
site,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.004493899447959227,7,0.07,0.00028153153153153153
sixth,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.0076455026455026455,2,0.02,8.043758043758043e-05
sober,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
soviet,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.003850321922611079,2,0.02,8.043758043758043e-05
stack,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
state,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.007526061784626429,42,0.42,0.0016891891891891893
stigma,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.0036258948023653904,2,0.02,8.043758043758043e-05
story,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.008852373731542306,49,0.49,0.0019707207207207205
sure,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005063822184777533,11,0.11,0.0004424066924066924
teacher,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
team,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.007660671460568508,25,0.25,0.0010054697554697555
theorist,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
thing,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.00698162066312962,44,0.44,0.0017696267696267697
time,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.010429473342395544,162,1.62,0.0065154440154440154
today,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.008551079677859867,27,0.27,0.001085907335907336
town,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.002178518560149223,8,0.08,0.00032175032175032174
tragedy,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.023922098390183496,3,0.03,0.00012065637065637066
trauma,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
triggerhappy,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
truth,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.00838886757691486,11,0.11,0.0004424066924066924
unfriendly,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
untouristy,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.005291005291005291,1,0.01,4.021879021879022e-05
usual,ADJ,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,ADJ,0.004875371832919095,6,0.06,0.00024131274131274132
war,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.011697340369469499,52,0.52,0.0020913770913770914
weekend,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.012888391940782748,6,0.06,0.00024131274131274132
wife,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.007563285093165886,7,0.07,0.00028153153153153153
women,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
world,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.012203089438141482,125,1.25,0.005027348777348777
year,NOUN,2,15/11/2013,M1d4ae,25,mainstream,0.010582010582010581,NOUN,0.01276286420907823,191,1.91,0.007681788931788932
yeehaw,NOUN,1,15/11/2013,M1d4ae,25,mainstream,0.005291005291005291,NOUN,0.005291005291005291,1,0.01,4.021879021879022e-05
addition,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.00464946016765699,10,0.1,0.00040218790218790216
advance,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0040634448738706115,6,0.06,0.00024131274131274132
advanced,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0039951791730000455,3,0.03,0.00012065637065637066
advent,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.003105941198605579,3,0.03,0.00012065637065637066
age,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.007863287349881475,14,0.14,0.0005630630630630631
agent,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0055765984267619854,9,0.09,0.00036196911196911195
allimportant,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
allogeneic,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,ADJ,0.007017543859649123,2,0.02,8.043758043758043e-05
analyst,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.0042128993178457575,17,0.17,0.0006837194337194337
antigen,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0082272542800757,8,0.08,0.00032175032175032174
approach,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004443689626364675,13,0.13,0.0005228442728442728
area,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.008812004278096825,52,0.52,0.0020913770913770914
attempt,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004452140259489946,7,0.07,0.00028153153153153153
autologous,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,ADJ,0.007017543859649123,2,0.02,8.043758043758043e-05
automation,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
bad,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.004140980831585212,26,0.26,0.0010456885456885457
bank,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.008651138163324653,13,0.13,0.0005228442728442728
benefit,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.006750410921846014,25,0.25,0.0010054697554697555
bespoke,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.003199472670114593,2,0.02,8.043758043758043e-05
bet,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0024291497975708503,2,0.02,8.043758043758043e-05
big,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,ADJ,0.00841130847611656,74,0.74,0.002976190476190476
biotech,ADJ,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,ADJ,0.00526291152572115,14,0.14,0.0005630630630630631
blood,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.005688823488779748,13,0.13,0.0005228442728442728
blueprint,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.003336664445924939,2,0.02,8.043758043758043e-05
body,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005902044655315168,30,0.3,0.0012065637065637065
bodys,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.002273027969622397,3,0.03,0.00012065637065637066
cancer,NOUN,7,01/06/2018,M168c2,26,mainstream,0.02456140350877193,NOUN,0.01694891277824259,80,0.8,0.0032175032175032173
cancerous,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
cart,NOUN,7,01/06/2018,M168c2,26,mainstream,0.02456140350877193,NOUN,0.034432600488563184,14,0.14,0.0005630630630630631
cell,NOUN,6,01/06/2018,M168c2,26,mainstream,0.021052631578947368,NOUN,0.01305044208700983,29,0.29,0.0011663449163449163
cent,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.01126630259554022,67,0.67,0.0026946589446589448
charge,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004022458751989509,13,0.13,0.0005228442728442728
cheap,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.004223467099540992,11,0.11,0.0004424066924066924
checkpoint,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.007017543859649123,2,0.02,8.043758043758043e-05
chemotherapy,NOUN,8,01/06/2018,M168c2,26,mainstream,0.028070175438596492,NOUN,0.015297847412070112,11,0.11,0.0004424066924066924
chimeric,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
chinese,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0060638587045381605,19,0.19,0.0007641570141570141
close,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0043184537974514025,14,0.14,0.0005630630630630631
combination,NOUN,8,01/06/2018,M168c2,26,mainstream,0.028070175438596492,NOUN,0.015451518314199096,9,0.09,0.00036196911196911195
common,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.004476562060013885,13,0.13,0.0005228442728442728
company,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.014313784179066065,172,1.72,0.006917631917631918
cost,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005842040149600218,32,0.32,0.001287001287001287
cumbersome,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.004918942926937597,2,0.02,8.043758043758043e-05
datum,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.009050297459612385,60,0.6,0.002413127413127413
deathligand,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
decision,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.00660576078871788,37,0.37,0.001488095238095238
driver,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.002394006908546884,4,0.04,0.00016087516087516087
drug,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.019701152318121067,131,1.31,0.005268661518661518
drugmaker,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.003649740425060079,9,0.09,0.00036196911196911195
early,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,ADJ,0.005501964266510088,32,0.32,0.001287001287001287
effect,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.011390789152788077,62,0.62,0.0024935649935649935
effort,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0036585835946581877,19,0.19,0.0007641570141570141
enthusiasm,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
epacadostat,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.007017543859649123,2,0.02,8.043758043758043e-05
european,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0056703276719734545,20,0.2,0.0008043758043758043
exciting,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0045476820542977555,2,0.02,8.043758043758043e-05
executive,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005240445949318546,53,0.53,0.0021315958815958814
experimental,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,ADJ,0.005353453155088646,6,0.06,0.00024131274131274132
field,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0057548596903033615,23,0.23,0.0009250321750321751
first,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.008654419278606301,83,0.83,0.003338159588159588
firstline,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0046279491833030855,2,0.02,8.043758043758043e-05
flop,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
french,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.008280474205065502,18,0.18,0.0007239382239382239
frustration,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0059210526315789476,2,0.02,8.043758043758043e-05
futuristic,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.013118022328548645,2,0.02,8.043758043758043e-05
global,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.008216350990435687,67,0.67,0.0026946589446589448
green,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.00599496981940277,9,0.09,0.00036196911196911195
group,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.008251166180017104,94,0.94,0.0037805662805662807
head,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.006550809092388077,27,0.27,0.001085907335907336
high,ADJ,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,ADJ,0.0052890838805564845,45,0.45,0.00180984555984556
history,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.007065239709319477,28,0.28,0.0011261261261261261
immune,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.008334560103841085,17,0.17,0.0006837194337194337
immunotherapy,NOUN,7,01/06/2018,M168c2,26,mainstream,0.02456140350877193,NOUN,0.018027828191167574,9,0.09,0.00036196911196911195
inhibitor,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.010526315789473684,3,0.03,0.00012065637065637066
kind,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004534320049150673,11,0.11,0.0004424066924066924
lab,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005237117521735702,12,0.12,0.00048262548262548264
laboratory,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0044290251100106495,11,0.11,0.0004424066924066924
laborious,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0046279491833030855,2,0.02,8.043758043758043e-05
large,ADJ,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,ADJ,0.006966142792172677,58,0.58,0.0023326898326898327
last,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.007997544462824415,66,0.66,0.0026544401544401543
latestage,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0024858759380421975,3,0.03,0.00012065637065637066
lead,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004321931864209835,7,0.07,0.00028153153153153153
level,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.003732681665797519,24,0.24,0.0009652509652509653
life,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.006521927112711151,50,0.5,0.002010939510939511
light,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0038350802702884546,4,0.04,0.00016087516087516087
likely,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.004599895754883482,24,0.24,0.0009652509652509653
low,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.004329254761347923,21,0.21,0.0008445945945945946
lung,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.005638205817746456,8,0.08,0.00032175032175032174
manufacturing,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004319498518597226,7,0.07,0.00028153153153153153
market,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.00832309813718385,45,0.45,0.00180984555984556
measure,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0033823207823756164,12,0.12,0.00048262548262548264
medicine,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.009743618766406455,48,0.48,0.0019305019305019305
melanoma,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004730576441102757,3,0.03,0.00012065637065637066
more,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.009654544511427917,142,1.42,0.005711068211068211
most,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0054097855562433555,24,0.24,0.0009652509652509653
multiple,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.004177655218838832,14,0.14,0.0005630630630630631
myeloma,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
news,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005547274376125754,20,0.2,0.0008043758043758043
notable,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
number,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.00673906372213001,62,0.62,0.0024935649935649935
obsolete,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
oncologist,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0022312362589513445,3,0.03,0.00012065637065637066
oncology,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0053040223670697915,11,0.11,0.0004424066924066924
onesizefit,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
other,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.009793765738494659,174,1.74,0.006998069498069498
pace,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004712965846569085,2,0.02,8.043758043758043e-05
participant,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0068690155503656645,4,0.04,0.00016087516087516087
patient,NOUN,16,01/06/2018,M168c2,26,mainstream,0.056140350877192984,NOUN,0.01531851724452471,107,1.07,0.004303410553410553
piece,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005763059874083065,8,0.08,0.00032175032175032174
price,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.009090488254426281,33,0.33,0.0013272200772200772
process,NOUN,4,01/06/2018,M168c2,26,mainstream,0.014035087719298246,NOUN,0.006365505287864911,28,0.28,0.0011261261261261261
product,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.009550244839544282,48,0.48,0.0019305019305019305
production,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004958976812030962,20,0.2,0.0008043758043758043
proinflammatory,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
promise,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004090950236334041,6,0.06,0.00024131274131274132
protein,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.01132710778639607,7,0.07,0.00028153153153153153
race,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.009379763860907619,13,0.13,0.0005228442728442728
rapid,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.003010606485962538,3,0.03,0.00012065637065637066
rate,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.006121129437444148,29,0.29,0.0011663449163449163
reason,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005564537444613578,22,0.22,0.0008848133848133849
receptor,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0046279491833030855,2,0.02,8.043758043758043e-05
regimen,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
regulator,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.003999702921641374,10,0.1,0.00040218790218790216
result,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.0073109937541706435,37,0.37,0.001488095238095238
rival,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.006254655876702718,9,0.09,0.00036196911196911195
robotic,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
round,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.005328885541018192,9,0.09,0.00036196911196911195
scientist,NOUN,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,NOUN,0.007372597495109524,39,0.39,0.0015685328185328184
seat,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0028407589811098584,3,0.03,0.00012065637065637066
senior,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.002944652636555515,6,0.06,0.00024131274131274132
sensitivity,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0038464361741173013,2,0.02,8.043758043758043e-05
severe,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.005959677743137955,14,0.14,0.0005630630630630631
sex,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0023096181938397995,4,0.04,0.00016087516087516087
sick,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.00400183465198945,3,0.03,0.00012065637065637066
side,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.004790101002269652,21,0.21,0.0008445945945945946
small,ADJ,2,01/06/2018,M168c2,26,mainstream,0.007017543859649123,ADJ,0.006619517244360468,40,0.4,0.0016087516087516086
socalled,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.005634886678758359,5,0.05,0.00020109395109395108
solution,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.00390919010229692,15,0.15,0.0006032818532818533
study,NOUN,5,01/06/2018,M168c2,26,mainstream,0.017543859649122806,NOUN,0.016973085382318603,98,0.98,0.003941441441441441
stunned,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.0035087719298245615,1,0.01,4.021879021879022e-05
subset,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
substance,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.006836428559717792,16,0.16,0.0006435006435006435
success,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0030436103785910955,13,0.13,0.0005228442728442728
such,ADJ,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,ADJ,0.008231363663685255,100,1.0,0.004021879021879022
sufferer,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.0035087719298245615,1,0.01,4.021879021879022e-05
survival,NOUN,3,01/06/2018,M168c2,26,mainstream,0.010526315789473684,NOUN,0.013537158546232955,9,0.09,0.00036196911196911195
system,NOUN,1,01/06/2018,M168c2,26,mainstream,0.0035087719298245615,NOUN,0.008486609998257472,60,0.6,0.002413127413127413
