word,Pos_x,wordCount_x,dt,doc_id,doc,subcorpus,percent_of_total,Pos_y,avg_freq,wordCount_y,prevalence,wordavg
scenario,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.002509032517061421,2,0.02,8.043758043758043e-05
scheme,NOUN,3,23/01/2020,M0c6dc,43,mainstream,0.007075471698113208,NOUN,0.004781312835197168,11,0.11,0.0004424066924066924
sentence,NOUN,2,23/01/2020,M0c6dc,43,mainstream,0.0047169811320754715,NOUN,0.007344769343882883,6,0.06,0.00024131274131274132
serial,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.001957506798619013,3,0.03,0.00012065637065637066
series,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.005541855228536716,10,0.1,0.00040218790218790216
service,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0040892736009005715,21,0.21,0.0008445945945945946
settlement,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.002809103919505035,5,0.05,0.00020109395109395108
several,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.007620673623281563,30,0.3,0.0012065637065637065
sharp,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.0033915336327505394,6,0.06,0.00024131274131274132
similar,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.0029330455729563148,12,0.12,0.00048262548262548264
speaker,NOUN,2,23/01/2020,M0c6dc,43,mainstream,0.0047169811320754715,NOUN,0.004011383128021207,6,0.06,0.00024131274131274132
spray,NOUN,2,23/01/2020,M0c6dc,43,mainstream,0.0047169811320754715,NOUN,0.007295075695218546,10,0.1,0.00040218790218790216
spreadsheet,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0015924684235147355,2,0.02,8.043758043758043e-05
spring,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0023584905660377358,1,0.01,4.021879021879022e-05
state,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.007526061784626429,42,0.42,0.0016891891891891893
statute,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0023584905660377358,1,0.01,4.021879021879022e-05
story,NOUN,3,23/01/2020,M0c6dc,43,mainstream,0.007075471698113208,NOUN,0.008852373731542306,49,0.49,0.0019707207207207205
strong,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.004347119884833795,25,0.25,0.0010054697554697555
subscription,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0025767971308280056,3,0.03,0.00012065637065637066
success,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0030436103785910955,13,0.13,0.0005228442728442728
such,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.008231363663685255,100,1.0,0.004021879021879022
suit,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0033558185081833097,9,0.09,0.00036196911196911195
supervision,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0020056915640106034,3,0.03,0.00012065637065637066
tantamount,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.0023584905660377358,1,0.01,4.021879021879022e-05
term,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0041522501717886785,21,0.21,0.0008445945945945946
terrible,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.00995117510758027,2,0.02,8.043758043758043e-05
text,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.003759916495765552,4,0.04,0.00016087516087516087
thing,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.00698162066312962,44,0.44,0.0017696267696267697
thinking,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0034920397035121294,4,0.04,0.00016087516087516087
time,NOUN,3,23/01/2020,M0c6dc,43,mainstream,0.007075471698113208,NOUN,0.010429473342395544,162,1.62,0.0065154440154440154
titration,NOUN,3,23/01/2020,M0c6dc,43,mainstream,0.007075471698113208,NOUN,0.00436418213004834,5,0.05,0.00020109395109395108
top,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.005383231198226671,23,0.23,0.0009250321750321751
trial,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.008872616998671373,53,0.53,0.0021315958815958814
trigger,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0023584905660377358,1,0.01,4.021879021879022e-05
trouble,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0023584905660377358,1,0.01,4.021879021879022e-05
twoandahalf,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0023584905660377358,1,0.01,4.021879021879022e-05
unit,NOUN,2,23/01/2020,M0c6dc,43,mainstream,0.0047169811320754715,NOUN,0.0038183136087072285,7,0.07,0.00028153153153153153
use,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.007931653637452556,59,0.59,0.002372908622908623
value,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0037270539834031347,12,0.12,0.00048262548262548264
vast,ADJ,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,ADJ,0.007163074761947877,12,0.12,0.00048262548262548264
video,NOUN,4,23/01/2020,M0c6dc,43,mainstream,0.009433962264150943,NOUN,0.005082809993314525,29,0.29,0.0011663449163449163
view,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.004973516899320533,15,0.15,0.0006032818532818533
violation,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.003126216290600588,6,0.06,0.00024131274131274132
weight,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.002722514077343304,3,0.03,0.00012065637065637066
wife,NOUN,2,23/01/2020,M0c6dc,43,mainstream,0.0047169811320754715,NOUN,0.007563285093165886,7,0.07,0.00028153153153153153
wire,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.0023584905660377358,1,0.01,4.021879021879022e-05
work,NOUN,1,23/01/2020,M0c6dc,43,mainstream,0.0023584905660377358,NOUN,0.007632549118769127,36,0.36,0.0014478764478764478
year,NOUN,5,23/01/2020,M0c6dc,43,mainstream,0.01179245283018868,NOUN,0.01276286420907823,191,1.91,0.007681788931788932
affordable,ADJ,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,ADJ,0.005586730808854488,6,0.06,0.00024131274131274132
ambitious,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.003437375138082591,2,0.02,8.043758043758043e-05
apparent,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.005090263838415087,5,0.05,0.00020109395109395108
argument,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003480089363414619,6,0.06,0.00024131274131274132
arm,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.0033886774515576048,9,0.09,0.00036196911196911195
asset,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00611652943739295,9,0.09,0.00036196911196911195
awareness,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005296240845511583,4,0.04,0.00016087516087516087
backer,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
bank,NOUN,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,NOUN,0.008651138163324653,13,0.13,0.0005228442728442728
barrel,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0023169943690575096,2,0.02,8.043758043758043e-05
bed,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00340055832800264,3,0.03,0.00012065637065637066
benefit,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.006750410921846014,25,0.25,0.0010054697554697555
big,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.00841130847611656,74,0.74,0.002976190476190476
blue,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0027929990394938604,4,0.04,0.00016087516087516087
breakdown,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00368440689710311,2,0.02,8.043758043758043e-05
brown,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.003016858112399514,2,0.02,8.043758043758043e-05
business,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.011200826182356438,70,0.7,0.002815315315315315
calculation,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031006305506884545,4,0.04,0.00016087516087516087
call,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00411645252545424,12,0.12,0.00048262548262548264
change,NOUN,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,NOUN,0.005537473134789354,32,0.32,0.001287001287001287
charge,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004022458751989509,13,0.13,0.0005228442728442728
child,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.01683827913236771,67,0.67,0.0026946589446589448
chinese,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0060638587045381605,19,0.19,0.0007641570141570141
city,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.011063385876955914,57,0.57,0.0022924710424710427
client,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.002909305772543364,3,0.03,0.00012065637065637066
climate,NOUN,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,NOUN,0.007657044790906142,14,0.14,0.0005630630630630631
coal,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
cohesion,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
commitment,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0029280568651328816,7,0.07,0.00028153153153153153
company,NOUN,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,NOUN,0.014313784179066065,172,1.72,0.006917631917631918
consequence,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.003600297939335039,8,0.08,0.00032175032175032174
constituency,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
coronavirus,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0075541540196357405,37,0.37,0.001488095238095238
corporate,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.004041973142047423,8,0.08,0.00032175032175032174
country,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.008924639084304733,98,0.98,0.003941441441441441
course,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004449382451862679,16,0.16,0.0006435006435006435
covidimmediate,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
credibility,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0021241587784103216,3,0.03,0.00012065637065637066
critical,ADJ,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,ADJ,0.004275540402013934,16,0.16,0.0006435006435006435
crossborder,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
cycle,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
day,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.006860551520733784,45,0.45,0.00180984555984556
demand,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0035120588191976682,4,0.04,0.00016087516087516087
developer,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003516258915515638,5,0.05,0.00020109395109395108
development,NOUN,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,NOUN,0.008100961001130755,40,0.4,0.0016087516087516086
division,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.002400097099456704,5,0.05,0.00020109395109395108
economic,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0038926382974678346,24,0.24,0.0009652509652509653
effect,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.011390789152788077,62,0.62,0.0024935649935649935
election,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004143406888554251,9,0.09,0.00036196911196911195
employment,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
empty,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.00229559156834816,2,0.02,8.043758043758043e-05
event,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.007065681345607647,39,0.39,0.0015685328185328184
extreme,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0029169637033707677,4,0.04,0.00016087516087516087
eye,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003303450817131893,12,0.12,0.00048262548262548264
factor,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.006794163641708643,13,0.13,0.0005228442728442728
fade,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
farmer,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.022635020859908046,31,0.31,0.0012467824967824967
fear,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.010119212410250461,18,0.18,0.0007239382239382239
few,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.005365981004100965,53,0.53,0.0021315958815958814
finance,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003832172631288477,9,0.09,0.00036196911196911195
food,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.007515745073955101,13,0.13,0.0005228442728442728
frequency,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.008212246611836563,10,0.1,0.00040218790218790216
fume,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003437375138082591,2,0.02,8.043758043758043e-05
gas,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.006852162248777677,14,0.14,0.0005630630630630631
good,ADJ,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,NOUN,0.00647442936354097,61,0.61,0.0024533462033462035
government,NOUN,8,11/05/2020,M1f223,44,mainstream,0.025477707006369428,NOUN,0.009737191269381594,109,1.09,0.004383848133848134
green,ADJ,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,ADJ,0.00599496981940277,9,0.09,0.00036196911196911195
grey,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0031847133757961785,1,0.01,4.021879021879022e-05
growth,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004245219068992675,11,0.11,0.0004424066924066924
halt,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
hand,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0042078527751354825,15,0.15,0.0006032818532818533
head,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.006550809092388077,27,0.27,0.001085907335907336
help,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004437894389758962,6,0.06,0.00024131274131274132
hold,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.003052219115436528,4,0.04,0.00016087516087516087
hospital,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003498098931060231,12,0.12,0.00048262548262548264
housing,NOUN,5,11/05/2020,M1f223,44,mainstream,0.01592356687898089,NOUN,0.007307073258859116,8,0.08,0.00032175032175032174
immediate,ADJ,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,ADJ,0.0042492897622279655,12,0.12,0.00048262548262548264
individual,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005881663217122654,25,0.25,0.0010054697554697555
industry,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.00682922562454254,70,0.7,0.002815315315315315
infrastructure,NOUN,10,11/05/2020,M1f223,44,mainstream,0.03184713375796178,NOUN,0.006574272307326606,19,0.19,0.0007641570141570141
initiative,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0041955752183294795,18,0.18,0.0007239382239382239
institution,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005949006877271704,8,0.08,0.00032175032175032174
insurer,NOUN,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,NOUN,0.008955233368749142,14,0.14,0.0005630630630630631
investing,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
investment,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003933129973014715,29,0.29,0.0011663449163449163
job,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.0048500024984551,12,0.12,0.00048262548262548264
key,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0038159836400483843,10,0.1,0.00040218790218790216
kind,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004534320049150673,11,0.11,0.0004424066924066924
land,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005039475971323792,14,0.14,0.0005630630630630631
lead,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004321931864209835,7,0.07,0.00028153153153153153
lending,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
level,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003732681665797519,24,0.24,0.0009652509652509653
likely,ADJ,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,ADJ,0.004599895754883482,24,0.24,0.0009652509652509653
local,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00733965052803196,15,0.15,0.0006032818532818533
long,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.005312175257550386,21,0.21,0.0008445945945945946
longerterm,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0022671205205566586,2,0.02,8.043758043758043e-05
longstanding,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0034238585193999208,2,0.02,8.043758043758043e-05
longterm,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005026650337888394,5,0.05,0.00020109395109395108
management,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0042944027386424884,16,0.16,0.0006435006435006435
manager,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004094428714245917,9,0.09,0.00036196911196911195
manilabased,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0031847133757961785,1,0.01,4.021879021879022e-05
manufacturing,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004319498518597226,7,0.07,0.00028153153153153153
many,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.008157668737074871,121,1.21,0.004866473616473617
market,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00832309813718385,45,0.45,0.00180984555984556
money,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.007715203168320497,38,0.38,0.0015283140283140282
more,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.009654544511427917,142,1.42,0.005711068211068211
nation,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0068288402058232864,19,0.19,0.0007641570141570141
natural,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0052695717627322496,13,0.13,0.0005228442728442728
need,NOUN,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,NOUN,0.0040548153703197625,15,0.15,0.0006032818532818533
net,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0025863924731863597,2,0.02,8.043758043758043e-05
new,ADJ,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,ADJ,0.011556071826530062,168,1.68,0.006756756756756757
normal,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.004861535862506483,12,0.12,0.00048262548262548264
official,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.007013908206938318,34,0.34,0.0013674388674388674
oil,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00861082950571099,24,0.24,0.0009652509652509653
other,ADJ,4,11/05/2020,M1f223,44,mainstream,0.012738853503184714,NOUN,0.009793765738494659,174,1.74,0.006998069498069498
outbreak,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00496834394166552,16,0.16,0.0006435006435006435
outskirt,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
pandemic,ADJ,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,NOUN,0.0084528252528727,34,0.34,0.0013674388674388674
part,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.007191958887806726,65,0.65,0.0026142213642213643
persuasive,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0031847133757961785,1,0.01,4.021879021879022e-05
plan,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.006085791039699742,17,0.17,0.0006837194337194337
planning,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0038754617107291394,2,0.02,8.043758043758043e-05
plant,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.005112055445408178,13,0.13,0.0005228442728442728
policy,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005615177375315457,30,0.3,0.0012065637065637065
politician,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.010290869638040727,10,0.1,0.00040218790218790216
pollution,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004823725618255316,7,0.07,0.00028153153153153153
poor,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0052280498456041885,18,0.18,0.0007239382239382239
possible,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.00489394554411946,37,0.37,0.001488095238095238
potential,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.005076632783710544,27,0.27,0.001085907335907336
power,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.00594200108426947,31,0.31,0.0012467824967824967
pressure,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0033836720939797757,14,0.14,0.0005630630630630631
price,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.009090488254426281,33,0.33,0.0013272200772200772
priority,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003579386838732754,8,0.08,0.00032175032175032174
private,ADJ,10,11/05/2020,M1f223,44,mainstream,0.03184713375796178,NOUN,0.008051227413420988,30,0.3,0.0012065637065637065
privatesector,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
profit,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003929460031566658,12,0.12,0.00048262548262548264
programme,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0035202134376333986,8,0.08,0.00032175032175032174
progress,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003530417621818319,12,0.12,0.00048262548262548264
project,NOUN,5,11/05/2020,M1f223,44,mainstream,0.01592356687898089,NOUN,0.00968456942003011,28,0.28,0.0011261261261261261
property,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.007866353318618182,36,0.36,0.0014478764478764478
prosperity,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.0031847133757961785,1,0.01,4.021879021879022e-05
recent,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.004237364294202433,38,0.38,0.0015283140283140282
region,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.0052030007110422044,21,0.21,0.0008445945945945946
regional,ADJ,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,ADJ,0.0024418789739515936,5,0.05,0.00020109395109395108
renewable,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004130427753887937,2,0.02,8.043758043758043e-05
resilient,ADJ,3,11/05/2020,M1f223,44,mainstream,0.009554140127388535,ADJ,0.009554140127388535,3,0.03,0.00012065637065637066
response,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.005824325055518964,23,0.23,0.0009250321750321751
responsibility,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.004890723208733019,10,0.1,0.00040218790218790216
return,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.003277739983570678,12,0.12,0.00048262548262548264
right,NOUN,1,11/05/2020,M1f223,44,mainstream,0.0031847133757961785,NOUN,0.007027131637026838,39,0.39,0.0015685328185328184
risk,NOUN,2,11/05/2020,M1f223,44,mainstream,0.006369426751592357,NOUN,0.007978163914683544,64,0.64,0.002574002574002574
