vector,word,Pos,wordCount,dt,doc_id,subcorpus,percent_of_total
83,10th,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,12th,NOUN,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,able,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,additional,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,alien,ADJ,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,ancient,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,astronomical,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,century,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,datum,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,detail,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,discovery,NOUN,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,distant,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,dna,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,downgrading,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,dwarf,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,earth,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,existence,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,fascinating,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,gravitational,ADJ,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,historian,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,history,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,human,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,hunt,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,idea,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,lifeform,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,little,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,location,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,moon,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,more,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,name,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,new,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,ninth,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,number,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,object,NOUN,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,one,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,orbit,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,own,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,planet,NOUN,11,15/01/2019,C0168f,conspiracy,0.14102564102564102
83,planetary,ADJ,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,race,NOUN,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,reason,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,researcher,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,scripture,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,size,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,small,ADJ,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,solar,ADJ,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,such,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,sun,NOUN,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,system,NOUN,2,15/01/2019,C0168f,conspiracy,0.02564102564102564
83,tablet,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,team,NOUN,3,15/01/2019,C0168f,conspiracy,0.038461538461538464
83,total,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,trajectory,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,vast,ADJ,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
83,writing,NOUN,1,15/01/2019,C0168f,conspiracy,0.01282051282051282
