,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1990,0.0,0.13888892039557416,0.12552490107105474,0.15528990885305624,0.42668558117783356,0.29267275775157714,0.3439399669212722,0.36431357301799333,0.29902601242837756,0.2429819657273936,0.2901559822022032,0.3041446586773009,0.4477707058626873,0.4535702682440195,0.5646156002219681,0.4657905765696961,0.44069251681032295,0.3850660389840335,0.496228425039294,0.3399841487772561,0.4824888684400306,0.36699950207319626,0.3719933391059095,0.3221238924360315,0.33367268539854517,0.302302617040314,0.3044493931343728,0.2889087279160199,0.27610598990940344,0.27954376246318663
1991,0.13888892039557416,0.0,0.08897802700522711,0.13884812982357345,0.4046922240216919,0.2575051798246637,0.2926780381707178,0.3145571346945247,0.29722501155389786,0.21693419192480728,0.2070501321119549,0.30022362637520295,0.4117105047354349,0.4734266351193477,0.513619408185617,0.4664174056003744,0.4321679859710157,0.35804396905223757,0.4219810623902456,0.26648886468195665,0.3976116975546595,0.34130143832484783,0.3039280372163369,0.2887580968182234,0.27076829181284023,0.25742492605430295,0.25198363779089705,0.24943211729987425,0.23688002576685666,0.23614291737551146
1992,0.12552490107105474,0.08897802700522711,0.0,0.061279737586521714,0.3736152494659162,0.2130196105345302,0.26330341279702923,0.28914986422523736,0.2522532720614535,0.1727592108847147,0.2468724468653698,0.30908393269424306,0.4501631806245343,0.4947553201809848,0.5623138382700128,0.49507276614065576,0.4667911443068139,0.3911704350162519,0.4564079701660293,0.2702584139544558,0.40994240594915504,0.2922190968818795,0.29220164225535056,0.2527175176977758,0.23899556836639158,0.21598694231078863,0.2191617188018691,0.21861945493755705,0.20493244733222102,0.1967631043545626
1993,0.15528990885305624,0.13884812982357345,0.061279737586521714,0.0,0.359149185647608,0.17620396841607525,0.23322988192963504,0.26205463297289583,0.21564265459932416,0.1502580124462535,0.26847949399345217,0.33083181531766687,0.47914928350120206,0.5224632013769607,0.5934029754940191,0.5279114585361927,0.5020556411368916,0.42420861585457936,0.475288038360149,0.27549858044770886,0.4114357816983894,0.26043706114906096,0.27469429447095267,0.22240297347066307,0.2145953173689368,0.18805408485673772,0.19564536617111672,0.19602533594658683,0.1847874097740875,0.17601226734432732
1994,0.42668558117783356,0.4046922240216919,0.3736152494659162,0.359149185647608,0.0,0.3657943304666317,0.4028667553164371,0.42279916694633196,0.4152043005953726,0.3523920232256614,0.4313734800998955,0.41161008261619364,0.5104091229604296,0.5683281691361942,0.6222184700620664,0.5521697312678767,0.5669185619077283,0.4931338792163523,0.5023657014689995,0.3720632057451623,0.4235085369369594,0.34963686070058064,0.4290166287557106,0.4143448084955047,0.3538512201816745,0.3770902495542672,0.3873479968210822,0.4059755647480535,0.40299185728605746,0.3768760010183681
1995,0.29267275775157714,0.2575051798246637,0.2130196105345302,0.17620396841607525,0.3657943304666317,0.0,0.0997812191484441,0.14370369153732068,0.1482835706570939,0.1681748010396963,0.3226114323045134,0.4229291628278548,0.5592907470205659,0.6177223195984035,0.6510109661611794,0.6064710172579314,0.5737678841379024,0.48104757248578817,0.479905505812307,0.2425221455171608,0.36205430508566805,0.14477058721804606,0.16369251566539889,0.12247334163255467,0.13228397251797386,0.1331906673384909,0.15884812576890564,0.1827653003756305,0.18877914658095635,0.18494927500595845
1996,0.3439399669212722,0.2926780381707178,0.26330341279702923,0.23322988192963504,0.4028667553164371,0.0997812191484441,0.0,0.06073316839638457,0.15609275511768814,0.2168662531673867,0.3400071013958281,0.46720188800896384,0.5888141573588409,0.6603695526803507,0.6696179204322287,0.6507750831847043,0.6158599379224573,0.5251978634697774,0.49588308429785977,0.27883231325656116,0.35290094547624634,0.15573654698251002,0.09412274989566556,0.09826293612498857,0.12859142911029173,0.13746689407381174,0.15512175712050108,0.18069756994238556,0.19219078231716408,0.1982391220110447
1997,0.36431357301799333,0.3145571346945247,0.28914986422523736,0.26205463297289583,0.42279916694633196,0.14370369153732068,0.06073316839638457,0.0,0.15652375587216533,0.23325397814462362,0.35236041133076834,0.48074236167970813,0.6026136187791186,0.6737317337948516,0.683401862546279,0.6682733529560384,0.633554217840373,0.5453959743071032,0.5148428514697586,0.30601896032535675,0.36884277915449526,0.1737762279930866,0.09137583198253946,0.10292568509981954,0.15138163302335683,0.15452271827307518,0.16853001252935348,0.18748483457071619,0.20089032163193918,0.2131002786543931
1998,0.29902601242837756,0.29722501155389786,0.2522532720614535,0.21564265459932416,0.4152043005953726,0.1482835706570939,0.15609275511768814,0.15652375587216533,0.0,0.17273433164757754,0.34694111210985396,0.44040368057071416,0.5941912854912946,0.6383831203426141,0.6962087447074927,0.6522851650444654,0.6236562085732285,0.5446085636042254,0.5521359539814071,0.33955056308537335,0.4390069790203521,0.21443874944246544,0.20771943945960722,0.11232422324738227,0.1924326145767169,0.15125543124630245,0.17049526776165025,0.16304327526781912,0.17188484223675016,0.19198735523099905
1999,0.2429819657273936,0.21693419192480728,0.1727592108847147,0.1502580124462535,0.3523920232256614,0.1681748010396963,0.2168662531673867,0.23325397814462362,0.17273433164757754,0.0,0.2306107134135564,0.3019265037138032,0.4698382454279948,0.529576843822584,0.6002707778898262,0.5492721065902527,0.5276242463700762,0.45035178968289585,0.48535804385676906,0.2855532669639217,0.4094776951495014,0.25175496729915653,0.26278915011859005,0.20567289969483227,0.18829064157701095,0.16658768371020122,0.17890058636287332,0.18744234924399986,0.18271530658818735,0.1712143067823766
