,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1990,0.0,0.0043892886734332,0.007982328474617037,0.013799091154008975,0.020152016701350212,0.021632076837210662,0.025648604079398386,0.02903767874499739,0.032691307505707846,0.03727277046180459,0.041850131401846555,0.04627149534947238,0.05070759771189642,0.055194415675080856,0.05777311416863484,0.06092936463561389,0.062278178164023444,0.06443658715305846,0.06662445506885317,0.07069457624751124,0.073801838804011,0.07773089582368577,0.0813569200461711,0.08459802791369914,0.08820179730831824,0.09263203318290558,0.09695945580725641,0.10082272070761948,0.10546489199221931,0.10982417882217828
1991,0.0043892886734332,0.0,0.0056821259430159645,0.011124323333564968,0.018048125587193285,0.018728308452688337,0.02265639738179892,0.025975068593796488,0.029519163986343543,0.0340848605660299,0.03875426293160156,0.043150032900120594,0.047654254848022534,0.05213474992745704,0.054523400588104794,0.05787607756759993,0.05931366975486737,0.061536638400052884,0.0636260744735793,0.06798207375694867,0.0710046400997725,0.07516477694861091,0.07889195817550507,0.08218841759463166,0.08585684515956662,0.09033105479606227,0.09469062477291103,0.09857234395073111,0.10324797474731866,0.10762945316639623
1992,0.007982328474617037,0.0056821259430159645,0.0,0.006252642412576376,0.015056515455901278,0.014292317529176719,0.018196663764889924,0.021557413362949588,0.025230694985829392,0.029838378553363,0.034335723297829406,0.038744472323420445,0.043207741102858216,0.047714569620448094,0.05042910294700549,0.053554807296061296,0.05493425138219143,0.057183908696929416,0.059564678625751856,0.06372598888957094,0.06703702438071814,0.07103697665257827,0.07480165432973207,0.07815607639269319,0.08185809307508728,0.08637347783675856,0.09075513596464295,0.09466501368379564,0.09936841839416576,0.10376665112154616
1993,0.013799091154008975,0.011124323333564968,0.006252642412576376,0.0,0.01215439795283423,0.00875521683832691,0.012544933781112792,0.015944160372478516,0.019694056786728302,0.024199719920033617,0.02858503942246364,0.032896931293786534,0.03725955508218106,0.041716975567614535,0.044484013092521195,0.047541881858675965,0.0489467473364131,0.05121615638604447,0.05362737130787372,0.057835614305049084,0.06119152984379858,0.06525090026958477,0.0690785223685202,0.07248721052490882,0.07624077693468548,0.0807928222060854,0.0852130291317346,0.08916604813761693,0.0939042491820171,0.09833008883120738
1994,0.020152016701350212,0.018048125587193285,0.015056515455901278,0.01215439795283423,0.0,0.012075042525704991,0.01356823230005832,0.015700776557991812,0.018499860133793126,0.022130690054433796,0.02649931569957166,0.031043159301508062,0.03529999584810683,0.03965848683484893,0.04224956199002298,0.04545135122133051,0.04685349333276477,0.049268692471918,0.05180928509974034,0.05618812046316249,0.05966877334966988,0.06385259700538709,0.06760437665897254,0.07108511190103911,0.07467157773636318,0.07934657933266784,0.08381152346985989,0.08788006103326568,0.09271871603421045,0.09725385247392994
1995,0.021632076837210662,0.018728308452688337,0.014292317529176719,0.00875521683832691,0.012075042525704991,0.0,0.0043284846606980055,0.00781412577406974,0.01158657967235888,0.016112289894982423,0.02055228354410154,0.024956962620059562,0.029457999493745,0.03421192943846856,0.03695918774771518,0.04017545651274069,0.0417344926626068,0.04426949913148198,0.0469693058473779,0.051511198900954513,0.055082559227181964,0.059405479908558274,0.06344348364871188,0.06703149324987417,0.07089109903287004,0.07556039549528494,0.08005494042640152,0.0841007663613289,0.08893146697587703,0.09341674364822122
1996,0.025648604079398386,0.02265639738179892,0.018196663764889924,0.012544933781112792,0.01356823230005832,0.0043284846606980055,0.0,0.0035513082598635486,0.007372828562769386,0.011908247092068799,0.016357160268755732,0.020817589290540645,0.025385114073603866,0.03014777228868986,0.03293220604950434,0.03620583865968995,0.0378174783705835,0.040478395663098805,0.04335021800630982,0.048042852596382635,0.05176652153828665,0.05619894477676201,0.06033493757916866,0.06401164527807734,0.06791918829392034,0.07265483080930073,0.07718997601363013,0.08128345016280537,0.08615978933691318,0.09067297110596464
1997,0.02903767874499739,0.025975068593796488,0.021557413362949588,0.015944160372478516,0.015700776557991812,0.00781412577406974,0.0035513082598635486,0.0,0.0038920042951460115,0.00846966637560877,0.012964403807407642,0.01748444939843863,0.022142329796008987,0.026959238283830022,0.029752817828057124,0.033120418585180174,0.03480255826261462,0.037598880920016294,0.04062085287861884,0.045483155833032855,0.04932407417422149,0.053871590797090765,0.05809848128824579,0.061851368127291494,0.06579645720158081,0.07058202884348515,0.07514395969317018,0.07926994771763644,0.0841787319338887,0.08871007715489009
1998,0.032691307505707846,0.029519163986343543,0.025230694985829392,0.019694056786728302,0.018499860133793126,0.01158657967235888,0.007372828562769386,0.0038920042951460115,0.0,0.004769055266929802,0.009469225793729963,0.014071543875857828,0.01888512701811848,0.023750619883850268,0.02640257703266829,0.02997732997244955,0.03177253907982474,0.0347450289184295,0.037887402028031016,0.0430228122080095,0.04693725738006622,0.051673657739587084,0.05600457309897389,0.05984146334233869,0.0638289498404845,0.06866362054867886,0.07324955061215688,0.07740627077170331,0.08235079631951824,0.08690041241866008
1999,0.03727277046180459,0.0340848605660299,0.029838378553363,0.024199719920033617,0.022130690054433796,0.016112289894982423,0.011908247092068799,0.00846966637560877,0.004769055266929802,0.0,0.004977941437859031,0.009609738814378842,0.01446767585091773,0.019351674270533366,0.021939052556481122,0.025623049084263598,0.027538828216561107,0.030684924577432885,0.03396352638508853,0.03931518459798645,0.0433068878304428,0.04818803474350651,0.05259709938376068,0.05650791471414367,0.06052389216344653,0.06539321307207878,0.06999545143355156,0.07418445044078903,0.0791614403235253,0.0837302107298603
