vector,word,Pos,wordCount,doc,percent_of_total
109,class,NOUN,1,109,0.07142857142857142
109,collaboration,NOUN,1,109,0.07142857142857142
109,crack,NOUN,1,109,0.07142857142857142
109,gym,NOUN,1,109,0.07142857142857142
109,material,NOUN,1,109,0.07142857142857142
109,people,NOUN,1,109,0.07142857142857142
109,random,ADJ,1,109,0.07142857142857142
109,same,ADJ,1,109,0.07142857142857142
109,similar,ADJ,1,109,0.07142857142857142
109,specialized,ADJ,1,109,0.07142857142857142
109,specific,ADJ,1,109,0.07142857142857142
109,thing,NOUN,1,109,0.07142857142857142
109,topic,NOUN,1,109,0.07142857142857142
109,trivia,ADJ,1,109,0.07142857142857142
