word,wordCount_x,dt,doc_id,doc,percent_of_total,wordCount_y,wordavg,vector
museum,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
nation,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
nearby,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
need,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752,3
neighbourhood,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
nettlesome,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
new,7,26/05/2020,M0ea6f,3,0.0098452883263009,26,0.0096174492719423,3
next,5,26/05/2020,M0ea6f,3,0.0070323488045007,6,0.00449656655911305,3
nightfall,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
note,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
office,5,26/05/2020,M0ea6f,3,0.0070323488045007,5,0.0070323488045007,3
offlimit,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
old,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752,3
one,3,26/05/2020,M0ea6f,3,0.0042194092827004,10,0.004317096150072901,3
onetime,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
online,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0030955793780577,3
only,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.003039111298204167,3
opportunity,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
other,13,26/05/2020,M0ea6f,3,0.0182841068917018,27,0.009537695030871972,3
outbreak,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0033516186311985997,3
overabundance,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
overheated,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
own,2,26/05/2020,M0ea6f,3,0.0028129395218002,8,0.004591735227603625,3
oyster,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
pandemic,2,26/05/2020,M0ea6f,3,0.0028129395218002,3,0.0024524948655025997,3
partisan,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
partner,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029863399032811003,3
party,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
passenger,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
patient,1,26/05/2020,M0ea6f,3,0.0014064697609001,14,0.012600727479691539,3
payroll,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
pendulum,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
people,2,26/05/2020,M0ea6f,3,0.0028129395218002,18,0.00993457547969622,3
per,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0024733628658519997,3
periodic,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
phase,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
place,3,26/05/2020,M0ea6f,3,0.0042194092827004,7,0.00435116597423875,3
plague,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
plan,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029863399032811003,3
plea,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
policy,2,26/05/2020,M0ea6f,3,0.0028129395218002,3,0.00297879680492525,3
politic,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
poor,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0026640191941754996,3
population,2,26/05/2020,M0ea6f,3,0.0028129395218002,8,0.004416020469150475,3
position,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
possibility,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
postal,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
power,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0083955425727577,3
president,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.00526944492611215,3
progressive,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029863399032811003,3
property,2,26/05/2020,M0ea6f,3,0.0028129395218002,5,0.00612345089297555,3
prying,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
psychological,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
public,5,26/05/2020,M0ea6f,3,0.0070323488045007,21,0.010682483671635299,3
pull,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
purpose,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
quality,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
quick,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
race,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00174925998505255,3
radow,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
rare,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
rate,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0026542685614636004,3
real,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
recent,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.002517118164345167,3
reckoning,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
recovery,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
reflexive,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
reform,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
regime,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
regulation,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
reliance,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
reminder,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
remote,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
rent,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
reopening,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
resentment,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
reset,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
resident,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
resilience,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
response,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0021509895929701997,3
restaurant,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
retail,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
retailer,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
revenue,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
reversion,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
reviewer,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
revival,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
rich,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0028242308254670997,3
ridership,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
rise,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
risktaker,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
role,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.002856965763342675,3
safe,2,26/05/2020,M0ea6f,3,0.0028129395218002,6,0.007103629646934066,3
safety,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029353777375929003,3
same,2,26/05/2020,M0ea6f,3,0.0028129395218002,5,0.006861632403979126,3
science,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752,3
scrub,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
sculpture,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
second,1,26/05/2020,M0ea6f,3,0.0014064697609001,7,0.00422961205972908,3
sector,1,26/05/2020,M0ea6f,3,0.0014064697609001,8,0.004540131234864175,3
security,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
selfdescribed,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
senior,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
sense,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
service,2,26/05/2020,M0ea6f,3,0.0028129395218002,4,0.0031133112937292338,3
shard,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
shopping,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
shortfall,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
shutdown,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
side,2,26/05/2020,M0ea6f,3,0.0028129395218002,5,0.00612345089297555,3
sight,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
single,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
situation,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029863399032811003,3
sixfoot,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
skyhigh,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
small,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0027952850896550497,3
smartphone,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
social,1,26/05/2020,M0ea6f,3,0.0014064697609001,9,0.00875623785003275,3
soft,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
soldier,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
sort,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
soup,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
source,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752,3
space,3,26/05/2020,M0ea6f,3,0.0042194092827004,4,0.0030900967982129,3
spot,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
state,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
steady,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
stock,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
storefront,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
story,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0087177672474282,3
stream,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
strong,1,26/05/2020,M0ea6f,3,0.0014064697609001,5,0.004181568424237125,3
struggle,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
subway,3,26/05/2020,M0ea6f,3,0.0042194092827004,3,0.0042194092827004,3
success,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
successor,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
such,2,26/05/2020,M0ea6f,3,0.0028129395218002,9,0.00483514077172152,3
sum,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
support,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
supporter,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
sustained,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
sympathy,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
system,5,26/05/2020,M0ea6f,3,0.0070323488045007,8,0.007916484724654251,3
tableau,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
talent,4,26/05/2020,M0ea6f,3,0.0056258790436005,4,0.0056258790436005,3
task,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
taste,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
tax,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.00384788896850035,3
taxis,3,26/05/2020,M0ea6f,3,0.0042194092827004,3,0.0042194092827004,3
tech,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
technology,2,26/05/2020,M0ea6f,3,0.0028129395218002,9,0.0049718494953216,3
tenant,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
term,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752,3
terror,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
terrorist,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
tester,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
testing,1,26/05/2020,M0ea6f,3,0.0014064697609001,10,0.0101174608218726,3
thing,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0040873293275542665,3
third,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
thirdgeneration,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
threat,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.002517118164345167,3
time,8,26/05/2020,M0ea6f,3,0.0112517580872011,13,0.009922590547647875,3
toll,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
top,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.004166558055316567,3
tourism,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
tourist,2,26/05/2020,M0ea6f,3,0.0028129395218002,4,0.03081823446678245,3
town,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
traffic,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
transport,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029353777375929003,3
trapping,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
treatment,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
trepidation,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
trick,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
tristate,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
troubling,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
turn,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.005487923875665351,3
twobedroom,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
ugly,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
unable,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
uncertainty,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0026542685614636004,3
underground,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
undertaking,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
unemployment,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
unimaginable,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
unique,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
unused,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
urban,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
vaccine,2,26/05/2020,M0ea6f,3,0.0028129395218002,16,0.01525161703235385,3
value,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
various,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00174925998505255,3
vast,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
versailleslike,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
very,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
veteran,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
viability,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
vibrant,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
vintage,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
virtuous,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
virus,3,26/05/2020,M0ea6f,3,0.0042194092827004,24,0.0157461693616003,3
vulnerability,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
vulnerable,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
wake,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
way,4,26/05/2020,M0ea6f,3,0.0056258790436005,9,0.0041862340705080495,3
wealthy,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
week,1,26/05/2020,M0ea6f,3,0.0014064697609001,11,0.00610916889176795,3
well,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
west,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
widespread,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
worker,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002,3
workforce,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.00168362703731275,3
world,4,26/05/2020,M0ea6f,3,0.0056258790436005,20,0.00980452881187804,3
wreckage,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001,3
wrong,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752,3
year,5,26/05/2020,M0ea6f,3,0.0070323488045007,21,0.011907512119791628,3
access,3,26/09/2019,M137b1,4,0.0461538461538461,4,0.0253600280997541,4
balanced,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
clarity,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
company,2,26/09/2019,M137b1,4,0.0307692307692307,13,0.00937152810850745,4
concept,1,26/09/2019,M137b1,4,0.0153846153846153,2,0.008672699849170351,4
decisionmaker,1,26/09/2019,M137b1,4,0.0153846153846153,2,0.009264634736332801,4
difference,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
different,1,26/09/2019,M137b1,4,0.0153846153846153,4,0.005836855267251525,4
drug,3,26/09/2019,M137b1,4,0.0461538461538461,8,0.02797888386123675,4
evolve,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
factor,2,26/09/2019,M137b1,4,0.0307692307692307,2,0.0307692307692307,4
full,1,26/09/2019,M137b1,4,0.0153846153846153,2,0.00873833279691015,4
future,1,26/09/2019,M137b1,4,0.0153846153846153,5,0.008022770127200466,4
global,1,26/09/2019,M137b1,4,0.0153846153846153,10,0.0081521563876997,4
government,1,26/09/2019,M137b1,4,0.0153846153846153,17,0.0128281064025486,4
host,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
innovative,1,26/09/2019,M137b1,4,0.0153846153846153,4,0.006296882431883175,4
landscape,2,26/09/2019,M137b1,4,0.0307692307692307,3,0.0176167582417582,4
low,1,26/09/2019,M137b1,4,0.0153846153846153,4,0.00597543390545785,4
market,4,26/09/2019,M137b1,4,0.0615384615384615,7,0.016749441455573,4
model,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
more,1,26/09/2019,M137b1,4,0.0153846153846153,25,0.012441089531947462,4
much,1,26/09/2019,M137b1,4,0.0153846153846153,2,0.009264634736332801,4
new,1,26/09/2019,M137b1,4,0.0153846153846153,26,0.0096174492719423,4
patient,2,26/09/2019,M137b1,4,0.0307692307692307,14,0.012600727479691539,4
pbm,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
perspective,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
pharma,1,26/09/2019,M137b1,4,0.0153846153846153,2,0.008672699849170351,4
pharmaceutical,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
power,1,26/09/2019,M137b1,4,0.0153846153846153,2,0.0083955425727577,4
price,2,26/09/2019,M137b1,4,0.0307692307692307,4,0.0173453996983408,4
pricing,7,26/09/2019,M137b1,4,0.1076923076923077,7,0.1076923076923077,4
product,1,26/09/2019,M137b1,4,0.0153846153846153,6,0.007752916263276926,4
provider,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
reality,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
rebate,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
revolutionary,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
same,1,26/09/2019,M137b1,4,0.0153846153846153,5,0.006861632403979126,4
spectrum,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
stakeholder,2,26/09/2019,M137b1,4,0.0307692307692307,2,0.0307692307692307,4
strategy,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
system,1,26/09/2019,M137b1,4,0.0153846153846153,8,0.007916484724654251,4
therapy,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
time,1,26/09/2019,M137b1,4,0.0153846153846153,13,0.009922590547647875,4
transition,1,26/09/2019,M137b1,4,0.0153846153846153,1,0.0153846153846153,4
work,1,26/09/2019,M137b1,4,0.0153846153846153,7,0.007908319342635719,4
20th,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
academic,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
accessible,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.0022755619244752,5
air,1,21/04/2005,M0826e,5,0.0031446540880503,3,0.0031899080386871333,5
anecdote,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
answer,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
anticompetitive,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
arrangement,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
artist,2,21/04/2005,M0826e,5,0.0062893081761006,2,0.0062893081761006,5
assessment,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
author,3,21/04/2005,M0826e,5,0.0094339622641509,3,0.0094339622641509,5
available,1,21/04/2005,M0826e,5,0.0031446540880503,3,0.00366437725323015,5
basis,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
benefit,2,21/04/2005,M0826e,5,0.0062893081761006,3,0.004125046244913,5
big,1,21/04/2005,M0826e,5,0.0031446540880503,4,0.0035079345518375334,5
blue,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.00255271920088785,5
board,1,21/04/2005,M0826e,5,0.0031446540880503,4,0.0029409246641607,5
brow,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
bureaucracy,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.00255271920088785,5
business,1,21/04/2005,M0826e,5,0.0031446540880503,19,0.013392329863664962,5
capture,2,21/04/2005,M0826e,5,0.0062893081761006,2,0.0062893081761006,5
case,1,21/04/2005,M0826e,5,0.0031446540880503,4,0.00345002463961285,5
cent,3,21/04/2005,M0826e,5,0.0094339622641509,15,0.00798671078199496,5
central,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.003964671541632801,5
centre,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.0022755619244752,5
century,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
citizenpublisher,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
clear,1,21/04/2005,M0826e,5,0.0031446540880503,3,0.00366437725323015,5
clearance,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
closedmindedness,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
code,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.00261835214862765,5
column,3,21/04/2005,M0826e,5,0.0094339622641509,3,0.0094339622641509,5
committee,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
communism,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
company,1,21/04/2005,M0826e,5,0.0031446540880503,13,0.00937152810850745,5
competition,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
compilation,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
complex,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
conclusion,1,21/04/2005,M0826e,5,0.0031446540880503,3,0.0021706360542252667,5
consumer,1,21/04/2005,M0826e,5,0.0031446540880503,4,0.0045135035146133505,5
contract,2,21/04/2005,M0826e,5,0.0062893081761006,3,0.004125046244913,5
contribution,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.00255271920088785,5
control,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
conversation,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
copyright,3,21/04/2005,M0826e,5,0.0094339622641509,3,0.0094339622641509,5
corporate,3,21/04/2005,M0826e,5,0.0094339622641509,3,0.0094339622641509,5
corruption,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
cost,2,21/04/2005,M0826e,5,0.0062893081761006,4,0.0045511238489504,5
cosy,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
country,1,21/04/2005,M0826e,5,0.0031446540880503,14,0.006621252143071017,5
creativity,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
culture,2,21/04/2005,M0826e,5,0.0062893081761006,5,0.0052543587294005,5
cyberspace,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
cynical,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
dance,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
dataanalysis,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
database,2,21/04/2005,M0826e,5,0.0062893081761006,4,0.003447380899677,5
datum,3,21/04/2005,M0826e,5,0.0094339622641509,7,0.00890108155048545,5
dauteur,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
day,1,21/04/2005,M0826e,5,0.0031446540880503,8,0.00944255871949618,5
dead,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.016278209396966302,5
decision,3,21/04/2005,M0826e,5,0.0094339622641509,6,0.0065896678178741334,5
decisionmaker,1,21/04/2005,M0826e,5,0.0031446540880503,2,0.009264634736332801,5
delusion,3,21/04/2005,M0826e,5,0.0094339622641509,3,0.0094339622641509,5
developer,1,21/04/2005,M0826e,5,0.0031446540880503,4,0.00368203168537535,5
directive,1,21/04/2005,M0826e,5,0.0031446540880503,1,0.0031446540880503,5
