vector,word,wordCount_x,dt,doc_id,doc,percent_of_total,wordCount_y,wordavg
3,annual,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0016836270373127
3,antiquated,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,apartment,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,app,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0016836270373127
3,appeal,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,architecture,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,ardent,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,area,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0036444113510382
3,art,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,article,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,attack,3,26/05/2020,M0ea6f,3,0.0042194092827004,3,0.0042194092827004
3,authority,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0038413101942575
3,bad,3,26/05/2020,M0ea6f,3,0.0042194092827004,3,0.0042194092827004
3,bailout,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,bankruptcy,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,base,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,basic,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,bastion,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,beautiful,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,big,2,26/05/2020,M0ea6f,3,0.0028129395218002,4,0.0035079345518375
3,billion,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,billionaire,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,bluestate,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,breakpoint,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,brutal,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,budget,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,building,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0154091172333912
3,burden,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,business,5,26/05/2020,M0ea6f,3,0.0070323488045007,19,0.0133923298636649
3,button,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cake,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,campaign,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,capital,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,car,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,careful,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,case,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0034500246396128
3,catastrophe,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cent,2,26/05/2020,M0ea6f,3,0.0028129395218002,15,0.0079867107819949
3,centre,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752
3,certain,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0030955793780577
3,chairman,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,challenge,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,challenging,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,champagne,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,chance,2,26/05/2020,M0ea6f,3,0.0028129395218002,4,0.0058707554751858
3,characteristic,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,charitable,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cheap,2,26/05/2020,M0ea6f,3,0.0028129395218002,3,0.0023868619177628
3,cheaper,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cheapmoney,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,chef,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,chief,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0026105132629704
3,circle,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,circulatory,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,city,24,26/05/2020,M0ea6f,3,0.0337552742616033,25,0.0178580292876643
3,citys,6,26/05/2020,M0ea6f,3,0.0084388185654008,6,0.0084388185654008
3,civic,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,class,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029863399032811
3,cleaner,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cleaning,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cleanliness,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,collaboration,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,community,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,company,1,26/05/2020,M0ea6f,3,0.0014064697609001,13,0.0093715281085074
3,complicated,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,conclusion,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0021706360542252
3,confidence,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,consensus,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,consequential,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,constructive,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,convenient,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,convention,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,coronavirus,4,26/05/2020,M0ea6f,3,0.0056258790436005,11,0.0075474886710387
3,cost,2,26/05/2020,M0ea6f,3,0.0028129395218002,4,0.0045511238489504
3,course,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029863399032811
3,crash,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,credit,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,crisis,7,26/05/2020,M0ea6f,3,0.0098452883263009,7,0.0098452883263009
3,critical,1,26/05/2020,M0ea6f,3,0.0014064697609001,5,0.0064891537602652
3,crowded,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,cultural,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,culture,3,26/05/2020,M0ea6f,3,0.0042194092827004,5,0.0052543587294005
3,cut,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,darker,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,daughter,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,day,4,26/05/2020,M0ea6f,3,0.0056258790436005,8,0.0094425587194961
3,death,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0115799343647444
3,decade,1,26/05/2020,M0ea6f,3,0.0014064697609001,6,0.0041599304357384
3,decay,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,decision,1,26/05/2020,M0ea6f,3,0.0014064697609001,6,0.0065896678178741
3,decontamination,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,deep,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,delivery,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,density,5,26/05/2020,M0ea6f,3,0.0070323488045007,5,0.0070323488045007
3,dependence,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,depth,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,design,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,devastating,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,developer,3,26/05/2020,M0ea6f,3,0.0042194092827004,4,0.0036820316853753
3,development,3,26/05/2020,M0ea6f,3,0.0042194092827004,6,0.0052477799551577
3,different,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0058368552672515
3,difficult,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0030994374586433
3,direct,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,disaster,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,disparity,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,divisive,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,dollar,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,done,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,doomsayer,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,door,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,doubt,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,downtown,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,downturn,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,driver,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,drove,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,easy,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.002795285089655
3,economic,3,26/05/2020,M0ea6f,3,0.0042194092827004,6,0.0034727644325345
3,economy,1,26/05/2020,M0ea6f,3,0.0014064697609001,5,0.0055867037391608
3,elder,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,elevator,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,emergency,1,26/05/2020,M0ea6f,3,0.0014064697609001,4,0.0024733628658519
3,employer,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,empty,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,end,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029353777375929
3,era,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,essential,2,26/05/2020,M0ea6f,3,0.0028129395218002,3,0.0024524948655025
3,estate,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,everpresent,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,example,2,26/05/2020,M0ea6f,3,0.0028129395218002,6,0.0038818294314779
3,executive,2,26/05/2020,M0ea6f,3,0.0028129395218002,3,0.0023868619177628
3,exodus,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,expense,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0016836270373127
3,expensive,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,experience,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.002795285089655
3,eye,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0029353777375929
3,failure,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,faith,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,fare,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,fatality,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,fear,3,26/05/2020,M0ea6f,3,0.0042194092827004,5,0.0068943936365655
3,federal,2,26/05/2020,M0ea6f,3,0.0028129395218002,2,0.0028129395218002
3,few,1,26/05/2020,M0ea6f,3,0.0014064697609001,8,0.0042430398021752
3,field,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0022755619244752
3,figure,1,26/05/2020,M0ea6f,3,0.0014064697609001,2,0.0017492599850525
3,finance,1,26/05/2020,M0ea6f,3,0.0014064697609001,3,0.0026444880400958
3,financial,4,26/05/2020,M0ea6f,3,0.0056258790436005,4,0.0056258790436005
3,firm,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,first,1,26/05/2020,M0ea6f,3,0.0014064697609001,14,0.0095281087807186
3,firstclass,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,fiscal,4,26/05/2020,M0ea6f,3,0.0056258790436005,4,0.0056258790436005
3,fix,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,flight,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
3,flood,1,26/05/2020,M0ea6f,3,0.0014064697609001,1,0.0014064697609001
