vector,word,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total
41,20thcentury,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,83lot,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,People,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,abstract,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,activist,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,adviser,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,agreement,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,alarm,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,animation,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,anonymity,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,art,NOUN,20,27/12/2013,M0818d,41,mainstream,0.06802721088435375
41,artist,NOUN,3,27/12/2013,M0818d,41,mainstream,0.01020408163265306
41,asian,ADJ,2,27/12/2013,M0818d,41,mainstream,0.006802721088435374
41,attack,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,attendant,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,auction,NOUN,3,27/12/2013,M0818d,41,mainstream,0.01020408163265306
41,auctioneer,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,authentic,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,bad,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,beginning,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,bell,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,big,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,blockbusting,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,body,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,boom,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,boy,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,brand,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,brass,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,business,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,buyer,NOUN,4,27/12/2013,M0818d,41,mainstream,0.013605442176870748
41,capital,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,carpet,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,case,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,chairman,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,chief,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,chinese,ADJ,3,27/12/2013,M0818d,41,mainstream,0.01020408163265306
41,collector,NOUN,4,27/12/2013,M0818d,41,mainstream,0.013605442176870748
41,complete,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,construction,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,contemporary,ADJ,5,27/12/2013,M0818d,41,mainstream,0.017006802721088437
41,contradictory,ADJ,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
41,couple,NOUN,1,27/12/2013,M0818d,41,mainstream,0.003401360544217687
