vector,word,Pos,wordCount,dt,doc_id,doc,subcorpus,percent_of_total
57,More,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,account,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,action,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,active,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,addition,NOUN,3,03/01/2020,C05866,57,conspiracy,0.006211180124223602
57,admission,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,agency,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,analysis,NOUN,6,03/01/2020,C05866,57,conspiracy,0.012422360248447204
57,analysis13,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,antibiotic,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,antimicrobial,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,article,NOUN,6,03/01/2020,C05866,57,conspiracy,0.012422360248447204
57,association,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,attendance,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,attention,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,australian,ADJ,3,03/01/2020,C05866,57,conspiracy,0.006211180124223602
57,author,NOUN,3,03/01/2020,C05866,57,conspiracy,0.006211180124223602
57,beginning,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,brandname,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,brutal,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,call,NOUN,2,03/01/2020,C05866,57,conspiracy,0.004140786749482402
57,care,NOUN,2,03/01/2020,C05866,57,conspiracy,0.004140786749482402
57,chair,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,change,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,chronic,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,classaction,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,clinical,ADJ,3,03/01/2020,C05866,57,conspiracy,0.006211180124223602
57,clinician,NOUN,2,03/01/2020,C05866,57,conspiracy,0.004140786749482402
57,close,ADJ,2,03/01/2020,C05866,57,conspiracy,0.004140786749482402
57,collection,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,collection5,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,college,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,commercial,ADJ,4,03/01/2020,C05866,57,conspiracy,0.008281573498964804
57,committee,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,companies2,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,company,NOUN,6,03/01/2020,C05866,57,conspiracy,0.012422360248447204
57,concern,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,conclusion22,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,conclusion23,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,conduct,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,conference,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,conflict,NOUN,3,03/01/2020,C05866,57,conspiracy,0.006211180124223602
57,conjunction,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,consumer,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,content,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,control,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,country,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,course,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,credit,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,crisis,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,cultural,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,date,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,datum,NOUN,3,03/01/2020,C05866,57,conspiracy,0.006211180124223602
57,day,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,decades10,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,decision,NOUN,4,03/01/2020,C05866,57,conspiracy,0.008281573498964804
57,decisions7,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,deficient,ADJ,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
57,description,NOUN,1,03/01/2020,C05866,57,conspiracy,0.002070393374741201
